,Corrective Action,PLC,Model,fault,diagnostic
1087,turn on the power supply for the expansion unit at the same time or before the control unit is turend on.,Panasonic,FP0R,expansion unit power supply sequence error,power supply expansion unit turned control unit.
1088,"check the installation of the backup battery and then replace battery if necessary. by setting the system register 4, you can disregard this self-diagnostic error.",Panasonic,FP0R,backup battery error,voltage backup battery lowered backup battery conrol unit installed.
1089,"check stations at both ends of the communication path,and set them in the terminal station using the dip switches.",Panasonic,FP0R,mewnet-f terminal station error,terminal station setting properly performed.
1090,charge or replace the backup battry of ic memory card.,Panasonic,FP0R,ic memory card back_x0002_up battery error,voltage backup battery ic memory card lowered. batt.led turn on.
1091,charge or replace the backup battery of ic memory card.,Panasonic,FP0R,ic memory card back_x0002_up battery error,voltage backup battery ic memory card lowers.the batt.led turn on.
1092,replace the ic memory card compatible with fp2sh/fp10sh.,Panasonic,FP0R,incompatible ic memory card error,ic memory card installed compatible.
1093,either install a unit in the specified slot or change the parameter.,Panasonic,FP0R,unit configuration,mewnet-w2 link unit mcu(multi communication unit) installed slot specified using configuration data.
1094,take steps to clear the error condition according to the specification you chose.,Panasonic,FP0R,self_x0002_diagnostic error set f148 (err)/p148 (perr) instruction,error specified f148 (err)/p148(perr) instruction occurred.
1095,check the application logic.,Yokogawa,Centum,inter-scs safety communication error information,error occurs application created incorrectly.
1096,check the producing side scs and the communication path.,Yokogawa,Centum,inter-scs safety communication error information,data received within reception interval timeout value
1097,check the producing side scs and the communication path.,Yokogawa,Centum,inter-scs safety communication error information,time diagnosis found error.
1098,check the producing side scs and the communication path.,Yokogawa,Centum,communication stopped data longer arrived.,"communication cut off, producing side stopped."
1099,cancel the variable locks,Yokogawa,Centum,number lock exceeded,operation seng. number lock many
1100,cancel overrides,Yokogawa,Centum,number override exceeded,operation his. many overrides.
1101,disable override fbs,Yokogawa,Centum,number enabled override exceeded,total number override fbs override enabled state exceeded limit count (3 example) specified sys_ovr fb.
1102,inactivate (reset to off) the passwd fbs that have exceeded the limit count.,Yokogawa,Centum,number active passwd fbs exceeded,operation his. many active passwd fbs.
1103,check to see if the connected devices and connecting cables are normal.,Yokogawa,Centum,ch fail,channel error detected
1104,"check to see if a cable connecting the gps unit and the gps interface unit is disconnected or cut. also, check to see if a terminator is connected to the ends of the cable.",Yokogawa,Centum,gps interface unit error,cpu module detected gps unit error time synchronization error. problem cable connecting gps unit gps interface unit.
1105,replace the gps interface unit.,Yokogawa,Centum,gps interface unit error,gps interface unit failed.
1106,check the sender scs and its communication path.,Yokogawa,Centum,information diagnosis error received data sc link transmission.,data received with_x0002_in reception interval timeout value
1107,check the sender scs and its communication path.,Yokogawa,Centum,information diagnosis error received data sc link transmission.,time diagnosis found error.
1108,cancel scs link transmission locks for some scs.,Yokogawa,Centum,number locked station sc link transmission exceeded,number locked station exceeded limit
1109,cancel inter-scs safety communication locks for some scs.,Yokogawa,Centum,number locked station inter-scs safety communication exceeded,number locked station exceeded limit
1110,set the setting values of the external communication function blocks with data retaining function again.,Yokogawa,Centum,retainable data initialized.,database different crc code generation time offline-down_x0002_loaded scs. data saved memory backup battery volatilized.
1111,check whether all inter-scs safety communication locks have been cancel_x0002_led and cancel unnecessary locks.,Yokogawa,Centum,information inter-scs safety communication data lock time-up,inter-scs safety communication lock exceeded time limit (8 hour example) specified sys_force_bd fb.
1112,"check whether all scs link transmission locks have been cancelled, and cancel unnecessary locks.",Yokogawa,Centum,information sc link transmission lock time-up,sc link transmission lock continued exceeding time limit (8 hour example) specified sys_force_lt fb.
1113,enter the correct password for manual operation fb again.,Yokogawa,Centum,invalid password manual operation fb,password entered password set manual opera_x0002_tion fb match.
1114,"check whether all communication module locks have been cancelled, and cancel unnecessary locks.",Yokogawa,Centum,information communication module lock time-up,communication module lock continued exceeding time limit (8 hour example) specified sys_force_sc fb.
1115,replace the applicable cpu module.,Yokogawa,Centum,nvram diagnosis error,error detected diagnosis nvram (nonvolatile memory) cpu module. nvram may faulty.
1116,"if the error is caused by the physical damage of the flash memory, this system alarm will occur even after the damaged cpu is switched to standby. under this circumstance, it is necessary to change the damaged cpu module.",Yokogawa,Centum,flash memory diagnosis error,error detected self-diagnosis flash memory cpu module
1117,check and confirm that the total number of pou indicated in this message is equal to the total number of pou indicated by database validity check tool.,Yokogawa,Centum,information resource change online change download,resource changed online change download.
1118,change the cpu module,Yokogawa,Centum,failed write flash memory,flash memory may faulty.
1119,"reduce the communication load on the scs. if this error occurs regularly, review the balance between the application logic amount and the scan period",Yokogawa,Centum,failed update external communication data,cpu processing time allocated external communication function processing sufficient.
1120,revert the security level to “2.”,Yokogawa,Centum,information security level time-up,security level reverted.
1121,start soe viewer on seng and upload events from scs.,Yokogawa,Centum,request upload soe seng,"message generated every time 12,000 event occurred scs."
1122,start soe viewer on seng and upload the events in the file.,Yokogawa,Centum,notification saving soe trip signal file sc,soe trip signal file saved scs.
1123,"forcing function, sys_force fb",Yokogawa,Centum,information lock time-up,lock continued exceeding time limit (8 hour example) specified sys_force fb.
1124,set the security level to “1” and then execute online change download again.,Yokogawa,Centum,online change download error,security level stay “2.”
1125,"check whether overrides were released, and release unnecessary overrides.",Yokogawa,Centum,information override state time-up,override continued exceeding time limit (8 hour example) specified sys_ovr fb.
1126,specify the correct password for passwd fb and enter it again.,Yokogawa,Centum,invalid password passwd fb,password entered password set passwd fb match.
1127,deactivate passwd fb that is not required to be active.,Yokogawa,Centum,information active passwd fb time-up,passwd fb active exceeding time limit (10 hour example) specified sys_pswd.
1128,execute override operation again.,Yokogawa,Centum,override communication error,"temporary communication error occurred, sc detected problem communication data"
1129,the cpu module on the standby side takes over control. replace the cpu module that was stopped.,Yokogawa,Centum,transfer control right safety control station,cpu module one side stopped.
1130,the cpu module on the standby side takes over control. replace the cpu module that was stopped.,Yokogawa,Centum,transfer control right safety control station,error occurred cpu module one side.
1131,"check to see if the application logic con_x0002_tains zero division or not, and correct the application logic if it contains.",Yokogawa,Centum,fail information safety control station,zero division occurred running application logic.
1132,check the application and find out which logic program is accessing the out-of-range array data and correct the error.,Yokogawa,Centum,fail information safety control station,application logic trying access array datum beyond scope array.
1133,run offline downloading.,Yokogawa,Centum,fail information safety control station,database inconsistence de_x0002_tected. may caused restarting sc without releasing brake point.
1134,"for a system that contains optical esb bus repeater modules, the firmware of cpu with the proper revision number should be used.",Yokogawa,Centum,fail information safety control station,firmware (revision f4) cpu module old support system optical esb bus repeater module
1135,match the cpu model and station model with each other.,Yokogawa,Centum,fail information safety control station,cpu model station model inconsistent.
1136,check the application and find out what caused the calculation overflow and then modify it.,Yokogawa,Centum,fail information safety control station,calculation running application overflowed.
1137,replace the cpu module.,Yokogawa,Centum,self-diagnosis error clock inside cpu module,error detected self-diagnosis clock inside safety control station
1138,replace the cpu module.,Yokogawa,Centum,rom checksum error cpu module,rom checksum error detected indicated cpu module (right side example) safety control station (station name = scs0101).
1139,execute offline download.,Yokogawa,Centum,online downloading abnormal end,sc reset started online change download.
1140,replace the failed fan unit.,Yokogawa,Centum,safety control station fan alarm,cooling fan stopped revolution abnormal.
1141,"after checking the operation of the cooling fans, report to yokogawa’s service department as necessary.",Yokogawa,Centum,safety control station temperature alarm,cpu module temperature exceeded specified value.
1142,replace the applicable power supply module.,Yokogawa,Centum,power supply module alarm safety control station,power supply module failure
1143,"make sure that the switch of the applicable battery is on. if the above message occurs even if the battery switch is on, replace the battery.",Yokogawa,Centum,battery alarm cpu module,"battery switch off, battery faulty."
1144,execute online change download again.,Yokogawa,Centum,information frame reception online change download communication,communication frame received twice execution online change download. “code” “frame” indicate detailed internal information.
1145,it is necessary to determine an action to take based on the “code” and “data” information.,Yokogawa,Centum,information online change download error,error occurs error data cannot saved safety control station side.
1146,"check to see if the esb bus cables are connected correctly. check for incorrect connection or bad connection of the cables, or check the terminators of the bus.",Yokogawa,Centum,esb bus error,esb bus error one side.
1147,replace the power supply module of the applicable node.,Yokogawa,Centum,failure power supply module node,failure power supply module i/o node
1148,replace the i/o module.,Yokogawa,Centum,failure i/o module,i/o module error detected.
1149,run iom download.,Yokogawa,Centum,failure i/o module,communication program downloaded communication module.
1150,change the communication module.,Yokogawa,Centum,failure i/o module,response communication module due communication module abnormality.
1151,run iom download,Yokogawa,Centum,failure i/o module,communication program communication module program communication defined seng.
1152,check the model of the communication module.,Yokogawa,Centum,failure i/o module,physically installed communication module show different model name communication module defined seng.
1153,change the communication module.,Yokogawa,Centum,failure i/o module,error found self-diagnosis.
1154,change the communication module.,Yokogawa,Centum,failure i/o module,error found resetting communication module.
1155,"if this error occurred after replacing a module or at startup, the database might not have been downloaded to the i/o module. execute iom download.",Yokogawa,Centum,i/o module database error occurred,database i/o module database sc match. iom download executed.
1156,"if this error occurred during i/o module operation, the i/o module may be faulty. replace the i/o module.",Yokogawa,Centum,i/o module database error occurred,database i/o module database sc match. iom failure.
1157,correct the application and reduce the load on the safety control station.,Yokogawa,Centum,heavy load periodical processing,load safety control station heavy.
1158,replace the cpu node or the cpu module mounted.,Yokogawa,Centum,self-diagnostic sen-bus failure,failure sen-bus cpu node cpu module mounted.
1159,replace the cpu module.,Yokogawa,Centum,time self-diagnostic testing error,clock error detected self-diagnosis cpu either redundant non-redundant running.
1160,"if the windows for the indicated safety control station are displayed on the centum his, the windows need to be closed. modifying the application pr_x0002_grams may also reduce the communication load to the safety control station",Yokogawa,Centum,communication overload,communication load safety control station exceeded limit.
1161,replace the cpu module or the cpu node.,Yokogawa,Centum,faulty one esb bus cpu module,cpu module backboard cpu node may faulty.
1162,replace the cpu module.,Yokogawa,Centum,self-diagnosis detected i/o error cpu module,cpu module error detected.
1163,"if a system contains optical esb bus repeater module, the proper revision of cpu should be used.",Yokogawa,Centum,self-diagnosis detected i/o error cpu module,revision firmware (f4) used cpu module obsolete system configured optical esb bus repeater modules.
1164,"if many i/o modules are installed on the esb bus extended with optical ca_x0002_bles, estimate the i/o communication band and check the validity.",Yokogawa,Centum,self-diagnosis detected i/o error cpu module,scsp2-s: error detected diagnosis i/o operation.
1165,replace the scp461 card.,Yokogawa,Centum,self-diagnosis detected i/o error cpu module,scsp2-s: may failure i/o unit cpu module.
1166,correct and verify. disable the bios power-saving options.,Rockwell,PlantPAx DCS,bios power-saving,bios power-saving enabled.
1167,ensure cpu utilization is within 50% of used resources.,Rockwell,PlantPAx DCS,cpu utilization,cpu utilization exceeds system recommendation.
1168,ensure memory utilization is within 50% of used resources.,Rockwell,PlantPAx DCS,memory,memory utilization exceeds system recommendation.
1169,review and verify the network architecture for system compliance,Rockwell,PlantPAx DCS,bandwidth utilization,bandwidth utilization 50%
1170,reset the network architecture.,Rockwell,PlantPAx DCS,packet error rate,error rate zero increasing.
1171,review and verify the network architecture for system compliance,Rockwell,PlantPAx DCS,packet error rate,error rate greater 0.
1172,rectify the environment and verify the network design.,Rockwell,PlantPAx DCS,temperature,high temperature
1173,review and verify the network architecture for system compliance,Rockwell,PlantPAx DCS,network cpu utilization,cpu allocation greater 50%
1174,review and verify the network architecture for system compliance,Rockwell,PlantPAx DCS,network memory utilization,memory usage greater 50%.
1175,enable the firewall and ensure you follow the firewall rules that are detailed in the plantpax dcs infrastructure configuration user manual.,Rockwell,PlantPAx DCS,firewall,firewall disabled
1176,ensure the os being used is supported by the installed products.,Rockwell,PlantPAx DCS,operating system,mismatch operating system installed products.
1177,correct and reverify.,Rockwell,PlantPAx DCS,nic power-saving,nic power-saving disabled
1178,disable the windows power-saving mode.,Rockwell,PlantPAx DCS,window power-saving,window power-saving enabled turn window o feature interfere network throughput.
1179,"disable the windows automatic update to prevent updates that have not been qualified by rockwell 
automation from being installed on the workstation or server.",Rockwell,PlantPAx DCS,window automatic update,window automatic update enabled.
1180,the event viewer window appears. make sure that you check each log. verify that the logs do not contain errors.,Rockwell,PlantPAx DCS,event viewer,event viewer presenting errors.
1181,review your computer configuration and make changes or upgrades to make sure that servers and workstations are within recommended limits.,Rockwell,PlantPAx DCS,o check,attribute operating system conform plantpax system recommendations.
1182,address any drive issues on the computer or server that did not pass and reverify.,Rockwell,PlantPAx DCS,disk check,disk error occurred system.
1183,review security settings and reverify if you made changes.,Rockwell,PlantPAx DCS,security center check,system security error occurred.
1184,address any system service issues on the computer or server that did not pass and reverify.,Rockwell,PlantPAx DCS,system service check,system service good state.
1185,address any device driver issues on the computer or server that did not pass and reverify.,Rockwell,PlantPAx DCS,hardware device driver,hardware device driver supported plantpax system.
1186,resize the system or split the servers for more cpu in a virtual environment.,Rockwell,PlantPAx DCS,cpu load,cpu load complies plantpax system recommendations.
1187,reevaluate the network traffic and reverify.,Rockwell,PlantPAx DCS,network adapter,network adapter overloaded traffic
1188,replace the disk with a higher throughput or create additional disks,Rockwell,PlantPAx DCS,disk performance,performance disk low.
1189,increase the memory capacity.,Rockwell,PlantPAx DCS,memory capacity,memory capacity server full.
1190,reduce the number of hmi servers in the system tree of the factorytalk administration console window.,Rockwell,PlantPAx DCS,number hmi server,number hmi server exceed system limit.
1191,reduce the number of alarm servers in the system tree of the factorytalk administration console window.,Rockwell,PlantPAx DCS,number alarm server,number alarm server exceed system limit.
1192,reduce the number of data servers in the system tree of the factorytalk administration console window. servers can be simplex or redundant.,Rockwell,PlantPAx DCS,number data server,number data server exceed system limit.
1193,correct the area organization in the tree structure of the factorytalk administration console window or factorytalk view studio software.,Rockwell,PlantPAx DCS,hmi data server palcement,hmi data server placed respective areas.
1194,reduce the number of configured points in the historian software.,Rockwell,PlantPAx DCS,point use,number point exceeds point limit.
1195,reduce the speed at which the data is being scanned.,Rockwell,PlantPAx DCS,scan rate,scan rate faster 1 second. scanning data rate faster data changing waste network computer resource unnecessarily us network bandwidth.
1196,delete any unnecessary displays from the hmi server or update the license.,Rockwell,PlantPAx DCS,number display,total number display exceeds display license.
1197,"simplify your display to use less than 1,000 unique tags on the display.",Rockwell,PlantPAx DCS,unique tag,number unique tag display exceed plantpax recommendations.
1198,"simplify your display to use less than 1,000 expressions on the display.",Rockwell,PlantPAx DCS,expression,number expression display exceed plantpax recommendations.
1199,"simplify the display and redo the verification. or, verify the call-up time on the display is acceptable to the operator",Rockwell,PlantPAx DCS,global object,number global object exceeds plantpax recommendations.
1200,correct and reverify. select the replace display type.,Rockwell,PlantPAx DCS,display type,overlay display use consumes unnecessary memory cpu resources.
1201,"set the update rate within the recommendation of 0.5 seconds or 1 second, if needed, to help reduce load on the data server.",Rockwell,PlantPAx DCS,max tag update rate,max tag update rate exceeds plantpax system recommendations.
1202,"correct and reverify. or, confirm this option is being used sparingly for frequently used displays where the incremental call-up time performance is needed",Rockwell,PlantPAx DCS,display cache,display cache adding additional memory affecting system load system performance.
1203,"review your configuration, scan rates, and controller assignments and make necessary changes to fall within recommended limits.",Rockwell,PlantPAx DCS,total cpu used,redundant controller used 50% total cpu simplex controller used 25%.
1204,"make changes such as simplifying programs, lengthening the period, or raising the relative priority of your more important tasks.",Rockwell,PlantPAx DCS,task overlap,task overlap occured.
1205,"to reduce the number of i/o modules that are scanned by this controller, make system changes.",Rockwell,PlantPAx DCS,i/o memory,i/o memory exceeds 50% redundant controller 75% simplex controllers.
1206,upgrade controller for more memory or make necessary application changes to reduce load.,Rockwell,PlantPAx DCS,data logic,data logic memory exceeds 50% redundant controller 25% simplex controllers.
1207,make necessary application changes to reduce the changes below the recommended limit.,Rockwell,PlantPAx DCS,total connection used,total coonections used >50% allowed connections.
1208,simplify your i/o tree/structure to communicate to fewer devices to lower the i/o connections,Rockwell,PlantPAx DCS,i/o connection,i/o connection >50% i/o connection allowed.
1209,"reduce connections by consolidating tags into one structure or tag, or by deleting all but the most crucial produced tags. also make sure that the number of maximum consumers that are configured for a produced tag is set to th e minimum needed.",Rockwell,PlantPAx DCS,produced tag,number connection used produce tag exceeds 50% controller capacity.
1210,"reduce connections by consolidating tags into one structure or tag, or by deleting all but the most crucial consumed tags. also make sure that the number of maximum consumers that are configured for a consumed tag is set to the minimum needed.",Rockwell,PlantPAx DCS,consumed tag,number connection used consumed tag exceeds 50% capacity.
1211,simplify your communications to remote devices by using unconnected messages and block transfer communications by unchecking the ‘cache connection’ to lower the usage.,Rockwell,PlantPAx DCS,unconnected buffer,number message block transfer connection due unconnected buffer > 50% allowable connections.
1212,simplify your communications to remote devices by using messages and block transfer communications in a cached manner to lower the connections that are used.,Rockwell,PlantPAx DCS,message/block cache,number message block transfer cache connection > 50% allowable connections.
1213,increase the memory size.,Yokogawa,Stardom,memory,memory insufficient.
1214,check the acquisition definition.,Yokogawa,Stardom,tag (%2) collection block (%1) exist opc server.,tag yyy defined acquisition block xxx history builder later deleted object builder.
1215,check the acquisition definition.,Yokogawa,Stardom,trigger tag (%2) collection block (%1) exist opc server.,trigger tag yyy defined acquisition block xxx history builder later deleted object builder.
1216,delete any unnecessary files.,Yokogawa,Stardom,failed write archived long-term data file collection block (%1).,disk space insufficient.
1217,install the license correctly.,Yokogawa,Stardom,cannot find license.,license cannot found licensed correctly.
1218,install the program correctly or restart the data server.,Yokogawa,Stardom,failed connect data server opc server (%1).,program incorrectly installed data server start failed
1219,copy the acquisition definition file again.,Yokogawa,Stardom,cannot find specified aqcuisition definition file (%1).,possible copying acquisition definition file failed.
1220,copy the acquisition definition file again.,Yokogawa,Stardom,specified extension acquisition definition file (%1) permitted.,possible copying acquisition definition file failed.
1221,reconsider the scan period or the number of devices registered.,Yokogawa,Stardom,scaning overrun!,overrun occurred scan period nn.
1222,review device definition information.,Yokogawa,Stardom,failed register item.,device registration failed.
1223,check the communication path or communication information settings.,Yokogawa,Stardom,timeout error!,communication timeout occurred.
1224,there is an error in the argument.,Yokogawa,Stardom,invalid parameter.,parameter argument incorrect.
1225,check the i/o object properities.,Yokogawa,Stardom,cannot open port receiving event,may duplicate host information port number another i/o object.
1226,access a supported device,Yokogawa,Stardom,accessed illegal device.,unsupported device accessed.
1227,check the analog type specified for each tag.,Yokogawa,Stardom,invalid data type.,error data type.
1228,check the setting range for each device.,Yokogawa,Stardom,illegal setting value.,error write value.
1229,there may be an excess number of connections or an error in the user name or password specified.,Yokogawa,Stardom,cannot logon device.,log device failed.
1230,specify a supported i/o address or number of i/o points,Yokogawa,Stardom,i/o address number i/os error!,unsupported i/o address number i/o point specified.
1231,retry to open.,Yokogawa,Stardom,failed open hse client i/f.,failed establish connection fcn fcj.
1232,retry to read.,Yokogawa,Stardom,failed read adlst file.,internal error.
1233,check the host name or the i/p address setting for the i/o object,Yokogawa,Stardom,resource name,resource name exists.
1234,use only data formats that can be utilized.,Yokogawa,Stardom,unrecognizable data type. data instance invalid.,data format adlst driver cannot handle.
1235,use the correct corresponding data format.,Yokogawa,Stardom,mismatch number array element,data instance defined different data format object builder logic designer.
1236,match the data sizes.,Yokogawa,Stardom,data size mismatch,data instance defined different data size object builder logic designer.
1237,match the number of array elements.,Yokogawa,Stardom,mismatch number array element,data instance defined different number array element object builder logic designer.
1238,match the number of characters.,Yokogawa,Stardom,mismatch number letters.,data instance defined different number character object builder logic designer.
1239,check to see if the i/o address is correct or if that data instance exists in the logic designer.,Yokogawa,Stardom,data instance name exist adlst file.,i/o address defined object builder adlst.
1240,the length of the instance name should not exceed 80 bytes.,Yokogawa,Stardom,length instance name 80 bytes.,message instance name greater 80 byte disregarded.
1241,perform the installation properly.,Yokogawa,Stardom,cannot open registry key.,installation may performed properly.
1242,install the i/o driver correctly.,Yokogawa,Stardom,cannot get clsid i/o driver.,i/o driver may installed correctly.
1243,install the i/o driver correctly.,Yokogawa,Stardom,failed load i/o driver.,i/o driver may installed correctly.
1244,install the i/o driver correctly.,Yokogawa,Stardom,failed get i/o driver interface.,i/o driver may installed correctly.
1245,increase the disk capacity or system resources.,Yokogawa,Stardom,failed create device database.,disk capacity system resource insufficient.
1246,increase the disk capacity or system resources.,Yokogawa,Stardom,failed initialize i/o data chache.,disk capacity system resource insufficient.
1247,"shut down the system, turn off your computer, and then verify that the id module is properly installed.",Yokogawa,Stardom,cannot access id module.,id module longer recognized. either id module disconnected may broken.
1248,"shut down the system, turn off your computer, and then verify that the id module is properly installed.",Yokogawa,Stardom,id module installed.,id module cannot recognized. either id module disconnected may broken.
1249,redo the message definition.,Yokogawa,Stardom,cannot find message definition file.,message definition file broken down.
1250,check the operation of the data server.,Yokogawa,Stardom,data server access error,data server access failed.
1251,"define the application message by message builder. or, check the runtime file setting.",Yokogawa,Stardom,application message file,cannot read application message file.
1252,check whether the alarm summary is operating.,Yokogawa,Stardom,alarm error,cannot notify alarm.
1253,check the operation of the process control server.,Yokogawa,Stardom,shutdown notification,cannot register shutdown notification.
1254,check the id module.,Yokogawa,Stardom,license,license cannot found
1255,check the wave file.,Yokogawa,Stardom,audible alarm,audible alarm error
1256,re-install.,Yokogawa,Stardom,cannot open registry.,installation may done properly.
1257,re-install.,Yokogawa,Stardom,cannot read registry value.,installation may done properly.
1258,re-install.,Yokogawa,Stardom,cannot write registry.,installation may done properly.
1259,check the printer port setting in the message management environment setting.,Yokogawa,Stardom,cannot open printer port.,incorrect printer port setting message management environment.
1260,re-install.,Yokogawa,Stardom,failed get registry value.,program correctly installed.
1261,check i/o status.,Yokogawa,Stardom,i/o data,failed write i/o data.
1262,check i/o status.,Yokogawa,Stardom,i/o data,failed read i/o data.
1263,remove alarmfsx2 control or more for remote connection to message management server with msghistx controls.,Yokogawa,Stardom,cannot open file.,number connection message management server exceeds 16.
1264,check the list of error codes from the database vendor,Yokogawa,Stardom,database access error,xxx database error code.
1265,check the status of the device or communication.,Yokogawa,Stardom,ad status detected.,bad detected xx block data processing status.
1266,check the system status using the windows management tool.,Yokogawa,Stardom,internal error.,system factor (such insufficient resources) caused fatal status.
1267,try to repair the windows installation.,ABB,800XA,account_prompt_failed,internal error. failed activate dialog input connect account.
1268,check the status of the provider.,ABB,800XA,aspdir_down,aspect directory provider side.
1269,try to upload all proxy objects again to regain internal table consistency.,ABB,800XA,aspect_not_found,internal error. subscribe information found proxy aspect.
1270,remove the bad identifier,ABB,800XA,bad_id,internal error. bad identifier (used multiple places).
1271,define the password again both on the provider and subscriber side.,ABB,800XA,bad_password,password defined remote access server client pair match other.
1272,allow remote access server/client unit.,ABB,800XA,bad_unit_id,internal error. remote access server/client unit exist.
1273,install the same version of 800xa multisystem integration on both the provider and subscriber.,ABB,800XA,bad_version,version remote access server client different common version found.
1274,"ensure the account name exists as a local user in the node, or as a domain user.",ABB,800XA,consys_invalidaccount,account name password wrong connect account.
1275,check access to disc and if the disc is full.,ABB,800XA,file_error,file error reading writing data related remote access client service.
1276,do a full new upload after installing the newer version of the multisystem integration function to get correct data.,ABB,800XA,file_format,file format error remote access client service data. may happen newer version multisystem integration function installed
1277,do a full new upload after installing the newer version of the multisystem integration function to get correct data.,ABB,800XA,file_version,file version error remote access client service data.
1278,use a user mapping that is not already in use.,ABB,800XA,id_used,user mapping already used.
1279,use an identifier that is not already in use.,ABB,800XA,id_in_use,internal error. identifier already use.
1280,upload the section before any objects referencing the section.,ABB,800XA,invalid_section,section uploaded reference without explicitly uploaded.
1281,check the connection status to pinpoint the problem.,ABB,800XA,no_connection,currently connection open provider system.
1282,ensure there is enough number of licenses for multisystem integration.,ABB,800XA,no_license,enough number license multisystem integration
1283,check the upload configuration.,ABB,800XA,no_local_insert_position,object configured parent uploaded object exists.
1284,try to restart the remote access client service.,ABB,800XA,no_rac_unit,internal error. remote access client unit address.
1285,redo the upload of the full structure specified for the remote object connection.,ABB,800XA,no_subscribeinfo,property information found remote object proxy. indication internal error
1286,run 'upload clean' and then upload everything to rebuild consistent memory tables.,ABB,800XA,no_proxy,proxy found expected.
1287,run 'upload clean' and then upload everything to rebuild consistent memory tables.,ABB,800XA,no_proxy_template,log template found log upload.
1288,check the status to see what is wrong.,ABB,800XA,no_remote_system,connection remote system.
1289,rerun the upload to rebuild the internal tables.,ABB,800XA,no_template,log template found log.
1290,rerun the upload to rebuild the internal tables.,ABB,800XA,no_logcfg,log configuration found log.
1291,check the configuration of the remote access client.,ABB,800XA,nohost,valid host definition remote access client.
1292,upload the top section before uploading a subsection.,ABB,800XA,not_complete_section,tried upload subsection without uploading top section.
1293,try to upload all proxy objects again to regain internal table consistency.,ABB,800XA,objectid_in_use,internal error. object identifier already used another object.
1294,lock the object before you write.,ABB,800XA,object_not_locked,object write locked current user.
1295,use import/export to move the permission from the provider to the subscriber.,ABB,800XA,permission_missing,permission used section definition exist subscriber system.
1296,re-install the 800xa to correct the problem.,ABB,800XA,protocol_not_found,one protocol used communicate remote access server remote access client found.
1297,install the same version of 800xa multisystem integration on both provider and subscriber to correct this problem.,ABB,800XA,protocol_version,version one protocol used remote access server remote access client communicate match.
1298,remove the other application or selecting another port to use.,ABB,800XA,port_in_use,port selected remote access server client already use another application.
1299,try to restart the remote access client service.,ABB,800XA,rac_unit_not_open,internal error. remote access client unit send data to.
1300,check that you are local administrator on the current node.,ABB,800XA,regsave_failed,failed save connect account password information registry.
1301,this can be possibly be corrected through the consistency checker/auto correction function.,ABB,800XA,sg_not_connected,service group associated remote system connection object.
1302,abort can be used to terminate the running upload.,ABB,800XA,update_running,new update operation started one already performed remote access client.
1303,"if common windows domain is 
used, check that the user is present in the provider system.",ABB,800XA,unknown_user,remote user account recognized remote access server.
1304,"if user mapping is used, check the user mapping table on the remote access server, service group.",ABB,800XA,unknown_user,remote user account recognized remote access server.
1305,wait until it terminates before a new upload is started.,ABB,800XA,upload_running,upload already running.
1306,add a user mapping for all users in all section definitions to succeed with the upload.,ABB,800XA,user_mapping_missing,user section definition provider mapping user subscriber.
1307,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,channel 1-16 disabled,calibration (0eh) problem report (from fc 216)
1308,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,cold junction disabled,calibration (0eh) problem report (from fc 215)
1309,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,channel 1-16 calibrated,calibration (0eh) problem report (from fc 216)
1310,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,cold junction calibrated,calibration (0eh) problem report (from fc 215)
1311,verify that specs s3 through s9 of the indicated fc 216 are correct.,ABB,Symphony,channel configured,configuration mismatch problem report (from fc 216)
1312,"possible open input or signal is out of range. verify field wiring, connections, sensor and module seating.",ABB,Symphony,channel 1-16 range error,channel failure/out range (03h) problem report (from fc 216)
1313,"possible open input or signal is out of range. verify field wiring, connections, sensor and module seating.",ABB,Symphony,cold junction range error,channel failure/out range (03h) problem report (from fc 215)
1314,verify quality of block defined for spec s3.,ABB,Symphony,external cold junction reference error,channel failure/out range (03h) problem report (from fc 216)
1315,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,channel 1-16 a/d conversion error,channel failure/out range (03h) problem report (from fc 216)
1316,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,cold junction a/d con_x0002_version error,channel failure/out range (03h) problem report (from fc 215)
1317,unconfigured channel reference error (unused channel not functioning properly). the i/o module and all configured channels will continue to function properly.,ABB,Symphony,unconfigured reference error,calibration (02h) problem report (from fc 215)
1318,cold junction reference is not zero and has bad quality.,ABB,Symphony,cold junction reference error,calibration error (02h) problem report (from fc 215)
1319,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,channel 1-16 reference error,calibration error (02h) problem report (from fc 216)
1320,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,communication failure. command data failure,response/wrong type (01h) problem report (from fc 215)
1321,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,nvram error,response/wrong type (01h) problem report (from fc 215)
1322,"remove imasi23 and reinsert. if error recurs, replace the imasi23.",ABB,Symphony,analog input module a/d reference error,response/wrong type (01h) problem report (from fc 215)
